a221c32f841f76b8e829f0a8338ad1b4a444a318,MODIFY,regular-file,config/tqt_cutey.yml,2874,18
4e303fb44fcba43ca573f0a46666c8898b48f4f3,MODIFY,regular-file,config/tqt_cutey_lowbatt.yml,3821,19
